Route ID,Agency ID,Route Code,Route Name,Description,Route Type,Route Color,Text Color,Route Description
365B,BMTCB,,Kempegowda Bus Station -Sakalavara,,3,F53333,FFFFFF,365B :Kempegowda Bus Station -Sakalavara
365C,BMTCB,,Shivajinagar -Bannerghatta National Park,,3,F53333,FFFFFF,365C :Shivajinagar -Bannerghatta National Park
365E,BMTCB,,Kempegowda Bus Station -Shanubhoganahalli (Bannerghatta),,3,F53333,FFFFFF,365E :Kempegowda Bus Station -Shanubhoganahalli (Bannerghatta)
365J,BMTCB,,Kempegowda Bus Station -Jigani,,3,F53333,FFFFFF,365J :Kempegowda Bus Station -Jigani
365K,BMTCB,,Kempegowda Bus Station -Chettekerepalya,,3,F53333,FFFFFF,365K :Kempegowda Bus Station -Chettekerepalya
365L,BMTCB,,Shanthinagar Bus Station -Bannerghatta National Park,,3,F53333,FFFFFF,365L :Shanthinagar Bus Station -Bannerghatta National Park
365M,BMTCB,,Yelahanka Satellite Town 5th Phase -Bannerghatta National Park,,3,F53333,FFFFFF,365M :Yelahanka Satellite Town 5th Phase -Bannerghatta National Park
365N,BMTCB,,Kempegowda Bus Station -Giddenahalli (Bannerghatta Road),,3,F53333,FFFFFF,365N :Kempegowda Bus Station -Giddenahalli (Bannerghatta Road)
365Q,BMTCB,,Kempegowda Bus Station -Devasandra (Bannerghatta Road),,3,F53333,FFFFFF,365Q :Kempegowda Bus Station -Devasandra (Bannerghatta Road)
365S,BMTCB,,Shanthinagar Bus Station -Bukkasagara,,3,F53333,FFFFFF,365S :Shanthinagar Bus Station -Bukkasagara
366,BMTCB,,K R Market -Bannerghatta National Park,,3,F53333,FFFFFF,366:K R Market -Bannerghatta National Park
366A,BMTCB,,K R Market -Devarachikkanahalli,,3,F53333,FFFFFF,366A :K R Market -Devarachikkanahalli
366B,BMTCB,,K R Market -Haragadde,,3,F53333,FFFFFF,366B :K R Market -Haragadde
366C,BMTCB,,K R Market -Shanubhoganahalli (Bannerghatta),,3,F53333,FFFFFF,366C :K R Market -Shanubhoganahalli (Bannerghatta)
366D,BMTCB,,K R Market -Mahantalingapura,,3,F53333,FFFFFF,366D :K R Market -Mahantalingapura
366E,BMTCB,,K R Market -Jigani,,3,F53333,FFFFFF,366E :K R Market -Jigani
366F,BMTCB,,K R Market -Bilavaradahalli,,3,F53333,FFFFFF,366F :K R Market -Bilavaradahalli
366G,BMTCB,,K R Market -Nosenur,,3,F53333,FFFFFF,366G :K R Market -Nosenur
366H,BMTCB,,Peenya 2nd Stage -Bannerghatta National Park,,3,F53333,FFFFFF,366H :Peenya 2nd Stage -Bannerghatta National Park
366K,BMTCB,,K R Market -Uraganadoddi,,3,F53333,FFFFFF,366K :K R Market -Uraganadoddi
366L,BMTCB,,K R Market -Bukkasagara,,3,F53333,FFFFFF,366L :K R Market -Bukkasagara
366M,BMTCB,,K R Market -Byatarayanadoddi,,3,F53333,FFFFFF,366M :K R Market -Byatarayanadoddi
366MA,BMTCB,,K.R.Market-Jaynagar-Byatarayanadoddi,,3,F53333,FFFFFF,366MA:K.R.Market-Jaynagar-Byatarayanadoddi
366N,BMTCB,,K R Market -Giddenahalli (Bannerghatta Road),,3,F53333,FFFFFF,366N :K R Market -Giddenahalli (Bannerghatta Road)
366P,BMTCB,,Meenaksi Layout(Bagalkunte)-K.R.Market- Jayanagar- Bannerghatta National Park,,3,F53333,FFFFFF,366P:Meenaksi Layout(Bagalkunte)-K.R.Market- Jayanagar- Bannerghatta National Park
366Q,BMTCB,,K R Market -Dyavasandra,,3,F53333,FFFFFF,366Q :K R Market -Dyavasandra
366R,BMTCB,,K R Market -Vaddarapalya,,3,F53333,FFFFFF,366R :K R Market -Vaddarapalya
366T,BMTCB,,K R Market -Lingapura,,3,F53333,FFFFFF,366T :K R Market -Lingapura
366V,BMTCB,,K R Market -Nayanahalli,,3,F53333,FFFFFF,366V :K R Market -Nayanahalli
366W,BMTCB,,K R Market -Vaderamanchanahalli,,3,F53333,FFFFFF,366W :K R Market -Vaderamanchanahalli
366Y,BMTCB,,Bannerghatta National Park -Vijayanagar,,3,F53333,FFFFFF,366Y :Bannerghatta National Park -Vijayanagar
366Z,BMTCB,,K R Market -Anekal,,3,F53333,FFFFFF,366Z :K R Market -Anekal
367,BMTCB,,K R Market -Malenallasandra,,3,F53333,FFFFFF,367:K R Market -Malenallasandra
367A,BMTCB,,K R Market -Gottigere,,3,F53333,FFFFFF,367A :K R Market -Gottigere
367B,BMTCB,,K R Market -K R Market,"gottigere, Konanakunte cross,Banashankari",3,F53333,FFFFFF,367B :K R Market -K R Market
367C,BMTCB,,K R Market -Chettekerepalya,,3,F53333,FFFFFF,367C :K R Market -Chettekerepalya
367D,BMTCB,,K R Market -Lakshmipura (Bannerghatta Road),,3,F53333,FFFFFF,367D :K R Market -Lakshmipura (Bannerghatta Road)
368,BMTCB,,Shivajinagar -Bannerghatta National Park,,3,F53333,FFFFFF,368:Shivajinagar -Bannerghatta National Park
368B,BMTCB,,Shivajinagar-Devarachikkanhalli,,3,F53333,FFFFFF,368B:Shivajinagar-Devarachikkanhalli
368C,BMTCB,,Shivajinagar -Jigani,,3,F53333,FFFFFF,368C :Shivajinagar -Jigani
368D,BMTCB,,Shivajinagar -Chikkakammanahalli,,3,F53333,FFFFFF,368D :Shivajinagar -Chikkakammanahalli
368E,BMTCB,,Shivajinagar -MICO Shramajeevi Colony,,3,F53333,FFFFFF,368E :Shivajinagar -MICO Shramajeevi Colony
369,BMTCB,,K R Market -Hulimavu,,3,F53333,FFFFFF,369:K R Market -Hulimavu
369A,BMTCB,,K.R.Market-Lakshmidevi nagar,,3,F53333,FFFFFF,369A:K.R.Market-Lakshmidevi nagar
369B,BMTCB,,K R Market -Arekere,,3,F53333,FFFFFF,369B :K R Market -Arekere
369C,BMTCB,,Kempegowda Bus Station -Hulimavu,,3,F53333,FFFFFF,369C :Kempegowda Bus Station -Hulimavu
369D,BMTCB,,Kempegowda Bus Station -Shantiniketan Layout,,3,F53333,FFFFFF,369D :Kempegowda Bus Station -Shantiniketan Layout
369E,BMTCB,,K R Market -Chikkakammanahalli,,3,F53333,FFFFFF,369E :K R Market -Chikkakammanahalli
369F,BMTCB,,Kempegowda Bus Station -AECS Dental College,,3,F53333,FFFFFF,369F :Kempegowda Bus Station -AECS Dental College
369G,BMTCB,,Kempegowda Bus Station -Chikkakammanahalli,,3,F53333,FFFFFF,369G :Kempegowda Bus Station -Chikkakammanahalli
369H,BMTCB,,Kempegowda Bus Station -MICO Shramajeevi Colony,,3,F53333,FFFFFF,369H :Kempegowda Bus Station -MICO Shramajeevi Colony
369L,BMTCB,,K R Market -Yelenahalli,,3,F53333,FFFFFF,369L :K R Market -Yelenahalli
369M,BMTCB,,Vijayanagar -Hulimavu,,3,F53333,FFFFFF,369M :Vijayanagar -Hulimavu
370,BMTCB,,K R Market -Shivanahalli (Bannerghatta Road),,3,F53333,FFFFFF,370:K R Market -Shivanahalli (Bannerghatta Road)
370A,BMTCB,,K R Market -Jayapuradoddi,,3,F53333,FFFFFF,370A :K R Market -Jayapuradoddi
370E,BMTCB,,Kempegowda Bus Station -Ramanayakanadoddi,,3,F53333,FFFFFF,370E :Kempegowda Bus Station -Ramanayakanadoddi
371,BMTCB,,K R Market -Byatarayanadoddi,,3,F53333,FFFFFF,371:K R Market -Byatarayanadoddi
371A,BMTCB,,K R Market -Kaggalipura,,3,F53333,FFFFFF,371A :K R Market -Kaggalipura
371D,BMTCB,,Kempegowda Bus Station -Kaggalipura,,3,F53333,FFFFFF,371D :Kempegowda Bus Station -Kaggalipura
372,BMTCB,,K R Market -Indlavadi,,3,F53333,FFFFFF,372:K R Market -Indlavadi
372A,BMTCB,,K R Market -Chikkahosahalli,,3,F53333,FFFFFF,372A:K R Market -Chikkahosahalli
372B,BMTCB,,K R Market -Konasandra,,3,F53333,FFFFFF,372B :K R Market -Konasandra
372D,BMTCB,,K R Market -Suragajakkanahalli,,3,F53333,FFFFFF,372D :K R Market -Suragajakkanahalli
372E,BMTCB,,K R Market -Chinnayyanapalya,,3,F53333,FFFFFF,372E :K R Market -Chinnayyanapalya
372M,BMTCB,,K R Market -Thammanayakanahalli,,3,F53333,FFFFFF,372M :K R Market -Thammanayakanahalli
373,BMTCB,,Kenchenahalli Gate -Mangammanapalya,,3,F53333,FFFFFF,373:Kenchenahalli Gate -Mangammanapalya
373A,BMTCB,,Jayanagar 4th Block -Electronic City,,3,F53333,FFFFFF,373A :Jayanagar 4th Block -Electronic City
373B,BMTCB,,Banashankari -Electronic City,,3,F53333,FFFFFF,373B :Banashankari -Electronic City
373E,BMTCB,,Chikkalasandra Sarigenagar -Koramangala,,3,F53333,FFFFFF,373E :Chikkalasandra Sarigenagar -Koramangala
373F,BMTCB,,Srinagar -Electronic City,,3,F53333,FFFFFF,373F :Srinagar -Electronic City
373J,BMTCB,,Shantinagar-Gonipura,,3,F53333,FFFFFF,373J:Shantinagar-Gonipura
373M,BMTCB,,Uttarahalli - Attibele,,3,F53333,FFFFFF,373M :Uttarahalli - Attibele
374,BMTCB,,Jayanagar 4th Block -Jayanagar 4th Block,,3,F53333,FFFFFF,374:Jayanagar 4th Block -Jayanagar 4th Block
374B,BMTCB,,Uttarahalli -Bannerghatta National Park,,3,F53333,FFFFFF,374B :Uttarahalli -Bannerghatta National Park
374C,BMTCB,,Kengeri Housing Board Quarters -Bannerghatta National Park,,3,F53333,FFFFFF,374C :Kengeri Housing Board Quarters -Bannerghatta National Park
375,BMTCB,,Jayanagar 4th Block -Kengeri Housing Board Quarters,,3,F53333,FFFFFF,375:Jayanagar 4th Block -Kengeri Housing Board Quarters
375B,BMTCB,,Shantinagar-Kengeri Housing board,,3,F53333,FFFFFF,375B:Shantinagar-Kengeri Housing board
376,BMTCB,,Hennur Cross -Huskur (Hosur Road),,3,F53333,FFFFFF,376:Hennur Cross -Huskur (Hosur Road)
377,BMTCB,,Kaggalipura -Nelamangala,,3,F53333,FFFFFF,377:Kaggalipura -Nelamangala
378,BMTCB,,Kengeri Housing board-Electronic city,"Kengeri,Uttarahalli,,Konanakunte cross,Gottigere,,WIPRO,Electronic city gate",3,F53333,FFFFFF,378:Kengeri Housing board-Electronic city
380,BMTCB,,Kempegowda Bus Station -Kalathur,,3,F53333,FFFFFF,380:Kempegowda Bus Station -Kalathur
380B,BMTCB,,K R Market -Attivata,,3,F53333,FFFFFF,380B :K R Market -Attivata
380C,BMTCB,,K R Market -Haralur (Old Madras Road),,3,F53333,FFFFFF,380C :K R Market -Haralur (Old Madras Road)
380E,BMTCB,,K R Market -Solur,,3,F53333,FFFFFF,380E :K R Market -Solur
380F,BMTCB,,K R Market -Devashettyhalli,,3,F53333,FFFFFF,380F :K R Market -Devashettyhalli
380G,BMTCB,,K R Market -Dandupalya,,3,F53333,FFFFFF,380G :K R Market -Dandupalya
380H,BMTCB,,K R Market -Jadigenahalli,,3,F53333,FFFFFF,380H :K R Market -Jadigenahalli
380M,BMTCB,,Kempegowda Bus Station -Bendiganahalli,,3,F53333,FFFFFF,380M :Kempegowda Bus Station -Bendiganahalli
381,BMTCB,,Kempegowda Bus Station -Thimmasandra (Hosakote),,3,F53333,FFFFFF,381:Kempegowda Bus Station -Thimmasandra (Hosakote)
381A,BMTCB,,K R Market -Lakkondanahalli (Hosakote),,3,F53333,FFFFFF,381A :K R Market -Lakkondanahalli (Hosakote)
381B,BMTCB,,Kempegowda Bus Station -Kammasandra (Old Madras Road),,3,F53333,FFFFFF,381B :Kempegowda Bus Station -Kammasandra (Old Madras Road)
381D,BMTCB,,K R Market -E Muthasandra,,3,F53333,FFFFFF,381D :K R Market -E Muthasandra
381E,BMTCB,,Kempegowda Bus Station -Kambalipura,,3,F53333,FFFFFF,381E :Kempegowda Bus Station -Kambalipura
382,BMTCB,,K R Market -Kallahalli,,3,F53333,FFFFFF,382:K R Market -Kallahalli
383,BMTCB,,K R Market -Vaghatta,,3,F53333,FFFFFF,383:K R Market -Vaghatta
383A,BMTCB,,Kempegowda Bus Station -Pujena Agrahara,,3,F53333,FFFFFF,383A :Kempegowda Bus Station -Pujena Agrahara
383B,BMTCB,,K R Market -Honachanahalli,,3,F53333,FFFFFF,383B :K R Market -Honachanahalli
398,BMTCB,,Shanthinagar Bus Station -Shanthinagar Bus Station,,3,F53333,FFFFFF,398:Shanthinagar Bus Station -Shanthinagar Bus Station
398A,BMTCB,,Shanthinagar Bus Station -Shanthinagar Bus Station,,3,F53333,FFFFFF,398A :Shanthinagar Bus Station -Shanthinagar Bus Station
399,BMTCB,,Hosakote -Electronic City,,3,F53333,FFFFFF,399:Hosakote -Electronic City
399B,BMTCB,,St John's Hospital -St John's Hospital,,3,F53333,FFFFFF,399B :St John's Hospital -St John's Hospital
400,BMTCB,,Hebbal -K R Puram,,3,F53333,FFFFFF,400:Hebbal -K R Puram
400A,BMTCB,,HAL Main Gate -K R Puram,,3,F53333,FFFFFF,400A :HAL Main Gate -K R Puram
400B,BMTCB,,Peenya 2nd Stage -Marathahalli,,3,F53333,FFFFFF,400B :Peenya 2nd Stage -Marathahalli
401,BMTCB,,Yeshwanthpur -Yelahanka,,3,F53333,FFFFFF,401:Yeshwanthpur -Yelahanka
401A,BMTCB,,Magadi Road Toll Gate -Yelahanka,,3,F53333,FFFFFF,401A :Magadi Road Toll Gate -Yelahanka
401B,BMTCB,,Hampinagar -Yelahanka,,3,F53333,FFFFFF,401B :Hampinagar -Yelahanka
401D,BMTCB,,Yeshwanthpur -Yelahanka NES Office,,3,F53333,FFFFFF,401D :Yeshwanthpur -Yelahanka NES Office
401E,BMTCB,,Chandra Layout -Yelahanka Satellite Town 5th Phase,,3,F53333,FFFFFF,401E :Chandra Layout -Yelahanka Satellite Town 5th Phase
401F,BMTCB,,Yeshwanthpur -Yelahanka,,3,F53333,FFFFFF,401F :Yeshwanthpur -Yelahanka
401G,BMTCB,,Hampinagar -Yelahanka Satellite Town,,3,F53333,FFFFFF,401G :Hampinagar -Yelahanka Satellite Town
401GA,BMTCB,,Yelahanka Satellite Town-Chennamakere Achchukattu,,3,F53333,FFFFFF,401GA:Yelahanka Satellite Town-Chennamakere Achchukattu
401H,BMTCB,,Hampinagar -Yeshwanthpur,,3,F53333,FFFFFF,401H :Hampinagar -Yeshwanthpur
401K,BMTCB,,Kengeri -Yelahanka,,3,F53333,FFFFFF,401K :Kengeri -Yelahanka
401L,BMTCB,,Gonipura -Yeshwanthpur,,3,F53333,FFFFFF,401L :Gonipura -Yeshwanthpur
401M,BMTCB,,Kengeri -Yeshwanthpur,Ring road,3,F53333,FFFFFF,401M :Kengeri -Yeshwanthpur
401N,BMTCB,,Hampinagar -Yelahanka,,3,F53333,FFFFFF,401N :Hampinagar -Yelahanka
401P,BMTCB,,Kengeri -Muthyalanagar,,3,F53333,FFFFFF,401P :Kengeri -Muthyalanagar
401Q,BMTCB,,MCTC Mysore Road Bus Station -Yelahanka,,3,F53333,FFFFFF,401Q :MCTC Mysore Road Bus Station -Yelahanka
401R,BMTCB,,BEML 5th Stage -Yelahanka,,3,F53333,FFFFFF,401R :BEML 5th Stage -Yelahanka
401T,BMTCB,,Yelahanka -Mattahalli,,3,F53333,FFFFFF,401T :Yelahanka -Mattahalli
401W,BMTCB,,Yelahanka satellite town 5th stage- Jalahalli Cross,,3,F53333,FFFFFF,401W:Yelahanka satellite town 5th stage- Jalahalli Cross
402,BMTCB,,K R Market -Yelahanka Satellite Town 5th Phase,,3,F53333,FFFFFF,402:K R Market -Yelahanka Satellite Town 5th Phase
402A,BMTCB,,K R Market -Attur,,3,F53333,FFFFFF,402A :K R Market -Attur
402B,BMTCB,,Kempegowda Bus Station -Yelahanka Satellite Town 5th Phase,,3,F53333,FFFFFF,402B :Kempegowda Bus Station -Yelahanka Satellite Town 5th Phase
402C,BMTCB,,Kempegowda Bus Station -Attur,,3,F53333,FFFFFF,402C :Kempegowda Bus Station -Attur
402D,BMTCB,,Kempegowda Bus Station -Yelahanka Satellite Town 4th Phase,,3,F53333,FFFFFF,402D :Kempegowda Bus Station -Yelahanka Satellite Town 4th Phase
402E,BMTCB,,K R Market -Yelahanka Satellite Town 4th Phase,,3,F53333,FFFFFF,402E :K R Market -Yelahanka Satellite Town 4th Phase
402F,BMTCB,,Kempegowda Bus Station -Ananthapura,,3,F53333,FFFFFF,402F :Kempegowda Bus Station -Ananthapura
402G,BMTCB,,Yelahanka satellite town-ISRO layout,,3,F53333,FFFFFF,402G:Yelahanka satellite town-ISRO layout
402M,BMTCB,,Yelahanka satellite town-Chikkalasandra,,3,F53333,FFFFFF,402M:Yelahanka satellite town-Chikkalasandra
403A,BMTCB,,Kempegowda Bus Station -Kengeri KHB Quarters,,3,F53333,FFFFFF,403A :Kempegowda Bus Station -Kengeri KHB Quarters
403B,BMTCB,,K R Market -Kengeri KHB Quarters,,3,F53333,FFFFFF,403B :K R Market -Kengeri KHB Quarters
403D,BMTCB,,K R Market -Kengeri Housing Board Quarters,,3,F53333,FFFFFF,403D :K R Market -Kengeri Housing Board Quarters
404,BMTCB,,Yelahanka Satellite Town -K R Puram,,3,F53333,FFFFFF,404:Yelahanka Satellite Town -K R Puram
404C,BMTCB,,Shivajinagar -Attur,,3,F53333,FFFFFF,404C :Shivajinagar -Attur
404E,BMTCB,,Shivajinagar -Yelahanka Satellite Town 4th Phase,,3,F53333,FFFFFF,404E :Shivajinagar -Yelahanka Satellite Town 4th Phase
404F,BMTCB,,Shivajinagar -Ramagondanahalli (Bellary Road),,3,F53333,FFFFFF,404F :Shivajinagar -Ramagondanahalli (Bellary Road)
405,BMTCB,,Kempegowda Bus Station -Kempegowda Bus Station,,3,F53333,FFFFFF,405:Kempegowda Bus Station -Kempegowda Bus Station
405A,BMTCB,,Kempegowda Bus Station -Kempegowda Bus Station,,3,F53333,FFFFFF,405A :Kempegowda Bus Station -Kempegowda Bus Station
405B,BMTCB,,Kempegowda Bus Station -Nagadevanahalli,,3,F53333,FFFFFF,405B :Kempegowda Bus Station -Nagadevanahalli
406,BMTCB,,Kempegowda Bus Station -Nelamangala,,3,F53333,FFFFFF,406:Kempegowda Bus Station -Nelamangala
407,BMTCB,,Yelahanka -Nelamangala,,3,F53333,FFFFFF,407:Yelahanka -Nelamangala
407A,BMTCB,,Shivajinagar -Hesaraghatta,,3,F53333,FFFFFF,407A :Shivajinagar -Hesaraghatta
410,BMTCB,,Jalahalli Cross -Bommanahalli,,3,F53333,FFFFFF,410:Jalahalli Cross -Bommanahalli
410A,BMTCB,,Peenya 2nd stage- Banashankari,,3,F53333,FFFFFF,410A :Peenya 2nd stage- Banashankari
410C,BMTCB,,Silk board-Vijayanagar,,3,F53333,FFFFFF,410C:Silk board-Vijayanagar
410D,BMTCB,,Electronic City-Bharatnagar,,3,F53333,FFFFFF,410D:Electronic City-Bharatnagar
411,BMTCB,,Banashankari -Naduvarthi,,3,F53333,FFFFFF,411:Banashankari -Naduvarthi
411A,BMTCB,,Jayanagar 4th Block -Basavanagar,,3,F53333,FFFFFF,411A :Jayanagar 4th Block -Basavanagar
411B,BMTCB,,K R Puram -Bannerghatta National Park,,3,F53333,FFFFFF,411B :K R Puram -Bannerghatta National Park
411C,BMTCB,,Banashankari -Varthur,,3,F53333,FFFFFF,411C :Banashankari -Varthur
411D,BMTCB,,Marathahalli -Chandapura,,3,F53333,FFFFFF,411D :Marathahalli -Chandapura
411E,BMTCB,,Banashankari -Vydehi Hospital,,3,F53333,FFFFFF,411E :Banashankari -Vydehi Hospital
411F,BMTCB,,Minaznagar -Vydehi Hospital,,3,F53333,FFFFFF,411F :Minaznagar -Vydehi Hospital
411J,BMTCB,,Bannerghatta National Park -Naduvathi,,3,F53333,FFFFFF,411J:Bannerghatta National Park -Naduvathi
412,BMTCB,,Banashankari -Hennur,,3,F53333,FFFFFF,412:Banashankari -Hennur
414,BMTCB,,K. Narayanpura- Hampi Nagar,,3,F53333,FFFFFF,414: K.Narayanpura - Hampi nagar
415,BMTCB,,Shivajinagar -Vishwanatha Nagenahalli,,3,F53333,FFFFFF,415:Shivajinagar -Vishwanatha Nagenahalli
415B,BMTCB,,Kempegowda Bus Station -Vishwanatha Nagenahalli,,3,F53333,FFFFFF,415B :Kempegowda Bus Station -Vishwanatha Nagenahalli
415C,BMTCB,,Shivajinagar -HBR Layout 2nd Stage,,3,F53333,FFFFFF,415C :Shivajinagar -HBR Layout 2nd Stage
415D,BMTCB,,K R Market -HBR Layout 2nd Stage BDA Park,,3,F53333,FFFFFF,415D :K R Market -HBR Layout 2nd Stage BDA Park
500,BMTCB,,Banashankari -Banashankari,,3,F53333,FFFFFF,500:Banashankari -Banashankari
500A,BMTCB,,Banashankari -Hebbal,,3,F53333,FFFFFF,500A :Banashankari -Hebbal
500AA,BMTCB,,Yelahanka 5th phase- K.R.Puram,,3,F53333,FFFFFF,500AA:Yelahanka 5th phase- K.R.Puram
500B,BMTCB,,Yeshwanthpur -Marathahalli,,3,F53333,FFFFFF,500B :Yeshwanthpur -Marathahalli
500C,BMTCB,,Central Silk Board -K R Puram,,3,F53333,FFFFFF,500C :Central Silk Board -K R Puram
500D,BMTCB,,Central Silk Board -Hebbal,,3,F53333,FFFFFF,500D :Central Silk Board -Hebbal
500F,BMTCB,,Central Silk Board -Kadugodi,,3,F53333,FFFFFF,500F :Central Silk Board -Kadugodi
500G,BMTCB,,Central Silk Board -Central Silk Board,,3,F53333,FFFFFF,500G :Central Silk Board -Central Silk Board
500H,BMTCB,,Chandapura -K R Puram,,3,F53333,FFFFFF,500H :Chandapura -K R Puram
500J,BMTCB,,Chandapura -Yeshwanthpur Regulated Market,,3,F53333,FFFFFF,500J :Chandapura -Yeshwanthpur Regulated Market
500L,BMTCB,,Banashankari-Kalyan nagara,,3,F53333,FFFFFF,500L:Banashankari-Kalyan nagara
500M,BMTCB,,MCTC Mysore Road Bus Station -Agara (Sarjapur Road),,3,F53333,FFFFFF,500M :MCTC Mysore Road Bus Station -Agara (Sarjapur Road)
500N,BMTCB,,Banashankari-Tin factory,,3,F53333,FFFFFF,500N:Banashankari-Tin factory
500R,BMTCB,500R,Hebbal - Gunjur,,3,F53333,FFFFFF,500R: Hebbal- gunjur
500T,BMTCB,,Hebbal- Marathahalli,,3,F53333,FFFFFF,500T: Hebbal- Marathahalli
501,BMTCB,,Banashankari -Banashankari,,3,F53333,FFFFFF,501:Banashankari -Banashankari
501A,BMTCB,,Banashankari -Hebbal,,3,F53333,FFFFFF,501A :Banashankari -Hebbal
501B,BMTCB,,Hebbal-Hebbal,"K.R.Puram,Marathahalli,Banashankari",3,F53333,FFFFFF,501B:Hebbal-Hebbal
501BA,BMTCB,,Hebbal-Hebbal,Opposite of 501B,3,F53333,FFFFFF,501BA:Hebbal-Hebbal
501C,BMTCB,,Hebbal -Kengeri,,3,F53333,FFFFFF,501C :Hebbal -Kengeri
501G,BMTCB,,Agara (Sarjapur Road) -Agara (Sarjapur Road),,3,F53333,FFFFFF,501G :Agara (Sarjapur Road) -Agara (Sarjapur Road)
501N,BMTCB,,Banashankari- Jalahalli Village,,3,F53333,FFFFFF,501N:Banashankari- Jalahalli Village
502,BMTCB,,Kengeri Satellite Town - Kadugodi,,3,F53333,FFFFFF,502:Kengeri Satellite Town - Kadugodi
502A,BMTCB,,Kengeri Satellite Town -Marathahalli,,3,F53333,FFFFFF,502A :Kengeri Satellite Town -Marathahalli
502C,BMTCB,,Banashankari -Marathahalli Bridge,,3,F53333,FFFFFF,502C :Banashankari -Marathahalli Bridge
502D,BMTCB,,Kengeri -Kalyananagar,,3,F53333,FFFFFF,502D :Kengeri -Kalyananagar
502E,BMTCB,,Kottigepalya -Hebbal,,3,F53333,FFFFFF,502E :Kottigepalya -Hebbal
502F,BMTCB,,Jalahalli cross-Kengeri,,3,F53333,FFFFFF,502F:Jalahalli cross-Kengeri
502H,BMTCB,,Chikkabanavara-Kengeri,,3,F53333,FFFFFF,502H:Chikkabanavara-Kengeri
502M,BMTCB,,Chikkalasandra-K.R.Puram,,3,F53333,FFFFFF,502M:Chikkalasandra-K.R.Puram
503,BMTCB,,Vidyaranyapura -Marathahalli Bridge,,3,F53333,FFFFFF,503:Vidyaranyapura -Marathahalli Bridge
504,BMTCB,,K R Puram Railway Station -K R Puram Railway Station,,3,F53333,FFFFFF,504:K R Puram Railway Station -K R Puram Railway Station
504A,BMTCB,,K.R.Puram Rly station- K.R>Puram Rly station,,3,F53333,FFFFFF,504A:K.R.Puram Rly station- K.R>Puram Rly station
504E,BMTCB,,K.R.Puram Rly station- K.R>Puram Rly station,"Hope farm , Kundalahalli gate,Marathahalli,BTP",3,F53333,FFFFFF,504E:K.R.Puram Rly station- K.R>Puram Rly station
504F,BMTCB,,K.R.Puram Rly station- K.R>Puram Rly station,Opposite of 504E,3,F53333,FFFFFF,504F:K.R.Puram Rly station- K.R>Puram Rly station
600,BMTCB,,Banashankari -Banashankari,,3,F53333,FFFFFF,600:Banashankari -Banashankari
600A,BMTCB,,MCTC -Chandapura,,3,F53333,FFFFFF,600A :MCTC -Chandapura
600C,BMTCB,,Banashankari -Chandapura,,3,F53333,FFFFFF,600C :Banashankari -Chandapura
600D,BMTCB,,Minaznagar -Shikaripalya,,3,F53333,FFFFFF,600D :Minaznagar -Shikaripalya
600F,BMTCB,,Banashankari-Attibelle,,3,F53333,FFFFFF,600F:Banashankari-Attibelle
600FA,BMTCB,,Banashankari-Electronic city-Jigani,,3,F53333,FFFFFF,600FA:Banashankari-Electronic city-Jigani
600FB,BMTCB,,AGS layout-Electronic city,,3,F53333,FFFFFF,600FB:AGS layout-Electronic city
600G,BMTCB,,Kumaraswamy layout 2nd stage-Electronic city,,3,F53333,FFFFFF,600G:Kumaraswamy layout 2nd stage-Electronic city
601,BMTCB,,Banashankari -Banashankari,,3,F53333,FFFFFF,601:Banashankari -Banashankari
AS1,BMTCB,,Banashankari-Avalahalli,,3,F53333,FFFFFF,AS1:Banashankari-Avalahalli
AS14,BMTCB,,Banashankari- Talaghattapura,,3,F53333,FFFFFF,AS14:Banashankari- Talaghattapura
AS15,BMTCB,,Jayanagar-Bytarayanadoddi,,3,F53333,FFFFFF,AS15:Jayanagar-Bytarayanadoddi
AS11,BMTCB,,St John's Hospital -Chandapura,,3,F53333,FFFFFF,AS11 :St John's Hospital -Chandapura
B2,BMTCB,,Peenya 2nd Stage -Electronic City,,3,F53333,FFFFFF,B2 :Peenya 2nd Stage -Electronic City
BIAS1,BMTCB,,Gottigere -Bangalore International Airport,,3,F53333,FFFFFF,BIAS1 :Gottigere -Bangalore International Airport
BIAS4,BMTCB,,HAL Main Gate -Bangalore International Airport,,3,F53333,FFFFFF,BIAS4 :HAL Main Gate -Bangalore International Airport
BIAS5,BMTCB,,J P Nagar 6th Phase -Bangalore International Airport,,3,F53333,FFFFFF,BIAS5 :J P Nagar 6th Phase -Bangalore International Airport
BIAS6,BMTCB,,Kadugodi -Bangalore International Airport,,3,F53333,FFFFFF,BIAS6 :Kadugodi -Bangalore International Airport
BIAS7,BMTCB,,HSR Layout BDA Complex -Bangalore International Airport,,3,F53333,FFFFFF,BIAS7 :HSR Layout BDA Complex -Bangalore International Airport
BIAS7A,BMTCB,,HSR Layout BDA Complex -Bangalore International Airport,,3,F53333,FFFFFF,BIAS7A :HSR Layout BDA Complex -Bangalore International Airport
BIAS8,BMTCB,,Electronic City -Bangalore International Airport,,3,F53333,FFFFFF,BIAS8 :Electronic City -Bangalore International Airport
BIAS8A,BMTCB,,Kuvempunagar (BTM Layout) -Bangalore International Airport,,3,F53333,FFFFFF,BIAS8A :Kuvempunagar (BTM Layout) -Bangalore International Airport
